ts,exchange,symbol,tf,o,h,l,c,v,qv,n,vwap
1759334700000,binance,BTCUSDT,1m,117428.53,117524.12,117428.53,117524.11,29.764,3496963.1066834,3527,117489.68911044886
1759334760000,binance,BTCUSDT,1m,117524.11,117530.13,117490.49,117530.12,26.88176,3159140.7017641,2370,117519.86111638897
1759334820000,binance,BTCUSDT,1m,117530.13,117620.63,117530.12,117603.53,29.71508,3493693.7618017,3970,117573.08954920196
1759334880000,binance,BTCUSDT,1m,117603.53,117700,117603.53,117672.3,42.17806,4962820.8945694,6523,117663.56476730792
1759334940000,binance,BTCUSDT,1m,117672.3,117738.52,117672.3,117738.11,35.46086,4174320.4285259,4023,117716.27728503765
1759335000000,binance,BTCUSDT,1m,117738.11,117762.01,117718.28,117739.12,19.14273,2253785.3377386,3893,117735.83693332142
1759335060000,binance,BTCUSDT,1m,117739.11,117749.19,117677.77,117677.77,36.80182,4332095.60999,3738,117714.16766860987
1759335120000,binance,BTCUSDT,1m,117677.77,117760,117677.77,117754.44,28.7742,3387773.2253353,3309,117736.48703822521
1759335180000,binance,BTCUSDT,1m,117754.44,117766.39,117738.51,117738.52,14.07815,1657726.3462962,2000,117751.71782487046
1759335240000,binance,BTCUSDT,1m,117738.51,117773,117738.51,117773,23.112,2721775.1040781,1564,117764.58567316114
1759335300000,binance,BTCUSDT,1m,117773,117818,117772.99,117804.28,90.50897,10661440.8631011,4626,117794.3010853079
1759335360000,binance,BTCUSDT,1m,117804.28,117804.29,117707.35,117715.99,13.28615,1564443.3995449,3365,117749.94257515534
1759335420000,binance,BTCUSDT,1m,117715.98,117730,117714.66,117714.67,2.33428,274794.1693734,763,117721.16857163663
1759335480000,binance,BTCUSDT,1m,117714.67,117726.44,117714.65,117723.44,3.08227,362844.0045408,1102,117719.73400798763
1759335540000,binance,BTCUSDT,1m,117723.45,117723.45,117693,117705.62,9.64232,1134932.3657569,1630,117703.24628895329
1759335600000,binance,BTCUSDT,1m,117705.62,117756.76,117693.73,117756.75,18.82545,2216064.1794968,1909,117716.39878445402
1759335660000,binance,BTCUSDT,1m,117756.75,117756.76,117727,117727.01,8.32913,980655.006229,1354,117737.98778852055
1759335720000,binance,BTCUSDT,1m,117727,117740.54,117701.69,117706.41,15.88575,1870116.8030645,2005,117722.91538419653
1759335780000,binance,BTCUSDT,1m,117706.41,117750,117706.41,117706.41,8.73892,1028773.8433219,1336,117723.22476025642
1759335840000,binance,BTCUSDT,1m,117706.41,117750,117706.41,117738.51,6.24881,735694.87339,1516,117733.59621912013
1759335900000,binance,BTCUSDT,1m,117738.51,117749.18,117732.95,117749.17,5.55645,654209.3945653,641,117738.73508540525
1759335960000,binance,BTCUSDT,1m,117749.18,117800,117749.17,117799.99,11.44986,1348501.3623823,2681,117774.48478691443
1759336020000,binance,BTCUSDT,1m,117799.99,117866.94,117778.67,117778.68,83.85717,9881532.4559859,6679,117837.65724488319
1759336080000,binance,BTCUSDT,1m,117778.68,117816.2,117747.36,117816.19,33.09561,3897700.8590979,4642,117770.93273391546
1759336140000,binance,BTCUSDT,1m,117816.2,117869.74,117816.19,117861.69,16.0773,1894779.7874216,2775,117854.35287153936
1759336200000,binance,BTCUSDT,1m,117861.68,117879.87,117861.06,117862.69,12.4348,1465677.2528464,2075,117868.98485270371
1759336260000,binance,BTCUSDT,1m,117862.69,117875.93,117859.2,117861.91,10.49943,1237544.9962441,2028,117867.82675289038
1759336320000,binance,BTCUSDT,1m,117861.91,117861.91,117801.68,117818.24,15.19281,1790102.983593,2343,117825.66777265035
1759336380000,binance,BTCUSDT,1m,117818.25,117841.29,117803.98,117818.38,29.83398,3514991.0875657,2063,117818.37648096902
1759336440000,binance,BTCUSDT,1m,117818.38,117854.9,117804.76,117827.02,11.11732,1309946.9211315,2980,117829.37984437797
1759336500000,binance,BTCUSDT,1m,117827.03,117834.4,117824.12,117834.39,7.15374,842902.9876555,647,117826.89721117904
1759336560000,binance,BTCUSDT,1m,117834.4,117857.91,117834.39,117857.54,3.91774,461711.9941414,1361,117851.61703977293
1759336620000,binance,BTCUSDT,1m,117857.54,118150,117857.54,118138.17,349.12574,41201031.7570776,20307,118012.01411582428
1759336680000,binance,BTCUSDT,1m,118138.17,118199,117743.68,117930.81,219.85083,25941555.091586,15694,117996.16627140321
1759336740000,binance,BTCUSDT,1m,117930.81,118112.9,117917.48,117924.01,57.85305,6827408.0318858,12506,118012.93158935959
1759336800000,binance,BTCUSDT,1m,117924.01,118031.01,117858.42,118030,44.43939,5242104.4802597,6892,117960.76589394452
1759336860000,binance,BTCUSDT,1m,118029.99,118053.13,117890.02,117912.4,42.36086,4996748.5210385,7699,117956.72989260603
1759336920000,binance,BTCUSDT,1m,117912.4,117967.65,117905.99,117924.9,18.02844,2126217.4067121,4571,117936.84904029965
1759336980000,binance,BTCUSDT,1m,117924.89,117947,117924.89,117926.74,26.23645,3094109.1274522,2023,117931.69912286912
1759337040000,binance,BTCUSDT,1m,117926.74,117926.74,117848.4,117864.87,14.72112,1735441.6601825,2543,117887.8821844058
1759337100000,binance,BTCUSDT,1m,117864.88,117971.29,117864.87,117888.33,31.12373,3670602.8841997,5556,117935.82852054366
1759337160000,binance,BTCUSDT,1m,117888.34,117936.92,117888.34,117920,7.68714,906488.4311766,1917,117922.71653392549
1759337220000,binance,BTCUSDT,1m,117920,117949.23,117907.55,117941.11,22.70243,2677261.5704122,2222,117928.41428922807
1759337280000,binance,BTCUSDT,1m,117941.11,117941.11,117895.01,117896.54,10.18116,1200574.3351581,3729,117921.17353603125
1759337340000,binance,BTCUSDT,1m,117896.55,117896.55,117775.43,117775.44,29.2783,3450231.2891293,5912,117842.61002617296
1759337400000,binance,BTCUSDT,1m,117775.43,117775.44,117699.73,117733.38,20.55662,2420451.4474353,4171,117745.59472497425
1759337460000,binance,BTCUSDT,1m,117733.38,117733.39,117700.69,117723.98,7.78141,915997.8196143,1833,117716.17478250086
1759337520000,binance,BTCUSDT,1m,117723.98,117740.48,117712.39,117728.82,14.99515,1765329.6020292,1712,117726.70510326338
1759337580000,binance,BTCUSDT,1m,117728.83,117753.59,117722.61,117744.06,5.70065,671185.6862294,1994,117738.44846278933
1759337640000,binance,BTCUSDT,1m,117744.06,117744.07,117651.87,117686.74,33.04486,3888824.7164417,3674,117683.19540290683
1759337700000,binance,BTCUSDT,1m,117686.74,117698.75,117602.03,117606.28,31.69206,3728982.6445522,3736,117662.99333499305
1759337760000,binance,BTCUSDT,1m,117606.28,117628.99,117537.8,117545.45,34.96741,4110832.906003,4735,117561.8356064404
1759337820000,binance,BTCUSDT,1m,117545.45,117638.49,117536.2,117630.84,12.10384,1423224.7065808,2689,117584.56048500311
1759337880000,binance,BTCUSDT,1m,117630.85,117630.85,117551.16,117587,10.38805,1221404.8388457,3572,117577.87446591999
1759337940000,binance,BTCUSDT,1m,117586.99,117586.99,117535.79,117535.79,12.68102,1490885.7039522,2264,117568.2795194866
1759338000000,binance,BTCUSDT,1m,117535.79,117645.59,117535.79,117605.3,14.39844,1693181.0022625,3705,117594.75347763368
1759338060000,binance,BTCUSDT,1m,117605.3,117605.3,117499.39,117582.08,23.67062,2782414.2087542,6604,117547.16221012377
1759338120000,binance,BTCUSDT,1m,117582.09,117600.79,117556,117588.13,14.98415,1761849.6581338,3054,117580.88768023545
1759338180000,binance,BTCUSDT,1m,117588.13,117615.71,117588.13,117615.7,11.67333,1372768.3168943,1700,117598.69008194748
1759338240000,binance,BTCUSDT,1m,117615.71,117670.23,117594.62,117662.82,20.40738,2400486.6477359,3071,117628.360315528
1759338300000,binance,BTCUSDT,1m,117662.82,117681.27,117603.86,117603.87,6.93102,815390.2783066,2208,117643.61930951
1759338360000,binance,BTCUSDT,1m,117603.87,117611.28,117562.04,117562.05,11.65345,1370272.2333787,1996,117585.11285316366
1759338420000,binance,BTCUSDT,1m,117562.05,117562.05,117482.57,117482.58,14.45645,1699065.64337,3646,117529.93600572755
1759338480000,binance,BTCUSDT,1m,117482.57,117482.58,117399.48,117418.65,18.8962,2218989.427976,5521,117430.4583977731
1759338540000,binance,BTCUSDT,1m,117418.65,117418.65,117399.74,117399.99,7.95341,933768.8444339,1613,117404.84200285161
1759338600000,binance,BTCUSDT,1m,117399.99,117433.29,117399.74,117433.29,13.84171,1625101.5001254,1925,117406.1225184894
1759338660000,binance,BTCUSDT,1m,117433.29,117486.49,117410.09,117472.56,18.13298,2129526.3008221,4807,117439.40051894946
1759338720000,binance,BTCUSDT,1m,117472.56,117472.57,117423.9,117423.9,5.61013,658946.23965,1411,117456.5009456109
1759338780000,binance,BTCUSDT,1m,117423.9,117423.91,117392.44,117392.45,5.01438,588712.9906169,1255,117404.94151159267
1759338840000,binance,BTCUSDT,1m,117392.44,117392.45,117274.15,117299.68,22.78386,2672997.4726751,5373,117319.78131339904
1759338900000,binance,BTCUSDT,1m,117299.68,117375.03,117299.68,117375.02,12.51215,1468129.6392167,3243,117336.3202340685
1759338960000,binance,BTCUSDT,1m,117375.03,117435.44,117375.03,117416.12,12.45338,1462247.9267595,3122,117417.75540130472
1759339020000,binance,BTCUSDT,1m,117416.11,117435.44,117350.29,117351.55,14.99653,1760536.0738048,3249,117396.22924801937
1759339080000,binance,BTCUSDT,1m,117351.55,117351.56,117262.43,117276.92,13.36109,1567147.5691198,3162,117291.89528098381
1759339140000,binance,BTCUSDT,1m,117276.92,117376.72,117276.91,117365.72,9.7171,1140120.3446534,4128,117331.3380178654
1759339200000,binance,BTCUSDT,1m,117365.71,117403.58,117350.45,117403.58,9.51987,1117550.3832893,1879,117391.34917696356
1759339260000,binance,BTCUSDT,1m,117403.58,117513.52,117403.57,117513.51,15.56422,1828233.0667696,2421,117463.84121848701
1759339320000,binance,BTCUSDT,1m,117513.52,117527.8,117489.8,117489.8,10.13599,1191093.3805944,1877,117511.30186537279
1759339380000,binance,BTCUSDT,1m,117489.81,117539.99,117489.8,117519,23.08779,2713482.4133885,1771,117528.89355752544
1759339440000,binance,BTCUSDT,1m,117519,117557,117518.99,117557,3.71051,436135.9441459,1043,117540.70037431511
1759339500000,binance,BTCUSDT,1m,117557,117557,117528.77,117545.88,8.95276,1052240.2321057,1215,117532.4963593015
1759339560000,binance,BTCUSDT,1m,117545.88,117545.89,117465.08,117472.56,9.42656,1107648.8029069,2699,117502.97063901358
1759339620000,binance,BTCUSDT,1m,117472.57,117484.31,117440,117462.36,6.10142,716666.1073477,1528,117458.90421372402
1759339680000,binance,BTCUSDT,1m,117462.36,117462.37,117381.65,117381.65,52.60908,6177876.5688084,2662,117429.85372122836
1759339740000,binance,BTCUSDT,1m,117381.66,117381.66,117381.65,117381.66,2.07005,242985.900122,272,117381.6575068235
1759339800000,binance,BTCUSDT,1m,117381.65,117396.01,117358.7,117389,17.68821,2076290.9921665,2305,117382.76468712775
1759339860000,binance,BTCUSDT,1m,117389,117447,117388.99,117446.99,3.30492,388018.5759074,1267,117406.34445233167
1759339920000,binance,BTCUSDT,1m,117446.99,117455.55,117438.19,117447.22,4.16147,488747.8349321,988,117445.95898374855
1759339980000,binance,BTCUSDT,1m,117447.22,117490.89,117438.19,117472.57,7.67032,900928.1798123,1952,117456.40075150711
1759340040000,binance,BTCUSDT,1m,117472.57,117472.57,117472.56,117472.57,4.23384,497360.0519841,211,117472.56674416133
1759340100000,binance,BTCUSDT,1m,117472.56,117489.66,117410,117410,12.89241,1514408.1176624,2451,117465.09129498673
1759340160000,binance,BTCUSDT,1m,117410.01,117410.01,117365.71,117365.71,3.02109,354639.4696695,1899,117387.91948253776
1759340220000,binance,BTCUSDT,1m,117365.72,117365.72,117344.38,117344.39,3.00403,352550.3804923,1192,117359.14105128778
1759340280000,binance,BTCUSDT,1m,117344.39,117344.39,117287.1,117324.23,5.56365,652684.0488466,3178,117312.20490983437
1759340340000,binance,BTCUSDT,1m,117324.24,117339.97,117286.84,117286.84,13.4403,1576535.5194064,1967,117299.13167164422
1759340400000,binance,BTCUSDT,1m,117286.84,117286.84,117240.14,117240.15,30.12065,3532072.0019348,2822,117264.13613035574
1759340460000,binance,BTCUSDT,1m,117240.15,117240.15,117169.76,117178.75,17.18056,2013512.9111663,5137,117197.16418826279
1759340520000,binance,BTCUSDT,1m,117178.75,117224.27,117178.75,117222.05,19.0624,2234074.3667764,1944,117197.95863985646
1759340580000,binance,BTCUSDT,1m,117222.05,117242,117205.45,117242,5.34786,626832.699696,1492,117211.87534752219
1759340640000,binance,BTCUSDT,1m,117242.36,117245,117141.34,117148.77,13.72002,1607847.0386739,3127,117189.84656537673
1759340700000,binance,BTCUSDT,1m,117148.78,117148.78,117139.24,117143.94,9.63882,1129151.1266321,1007,117146.19908164069
1759340760000,binance,BTCUSDT,1m,117143.94,117169.63,117143.93,117156.8,11.40865,1336619.3849528,1125,117158.41795066025
1759340820000,binance,BTCUSDT,1m,117156.8,117156.8,117097.95,117097.96,16.75067,1961995.5072593,2272,117129.37495988519
1759340880000,binance,BTCUSDT,1m,117097.95,117106.64,117051,117051,26.14922,3061813.3353452,4304,117090.04457284768
1759340940000,binance,BTCUSDT,1m,117051.01,117051.01,116960.05,116999.99,74.75567,8747603.036996,6549,117015.91380287275
1759341000000,binance,BTCUSDT,1m,116999.99,117025,116990.22,117001.14,27.57821,3226678.8563481,2120,117001.02567744971
1759341060000,binance,BTCUSDT,1m,117001.14,117001.14,116812.31,116854,58.60028,6850445.5244506,7592,116901.24218605441
1759341120000,binance,BTCUSDT,1m,116854,116883.62,116772.8,116853.52,28.53628,3333935.727797,7376,116831.4765553534
1759341180000,binance,BTCUSDT,1m,116853.51,116853.52,116794.82,116794.82,16.91885,1976428.8448923,2501,116818.1551873975
1759341240000,binance,BTCUSDT,1m,116794.82,116850,116748.92,116832.34,28.89152,3374195.3170494,5034,116788.4319360629
1759341300000,binance,BTCUSDT,1m,116832.33,116864.56,116803.63,116864.56,21.25723,2483763.10281,2736,116843.21535825693
1759341360000,binance,BTCUSDT,1m,116864.56,116864.56,116831.42,116831.42,13.4824,1575465.783099,2081,116853.51147414408
1759341420000,binance,BTCUSDT,1m,116831.42,116831.42,116724.56,116794.67,20.13493,2350751.8628976,5546,116749.93967685013
1759341480000,binance,BTCUSDT,1m,116794.68,116884.46,116794.67,116831.65,22.68328,2650169.6333855,3530,116833.61636348447
1759341540000,binance,BTCUSDT,1m,116831.65,116831.66,116760,116768.07,10.53647,1230543.2692575,2259,116788.95011873048
1759341600000,binance,BTCUSDT,1m,116768.08,116868.93,116768.07,116852.72,16.0836,1878935.7008152,3219,116823.08070427019
1759341660000,binance,BTCUSDT,1m,116852.72,116871.84,116840.63,116871.83,15.35312,1794096.2323616,1484,116855.48164552872
1759341720000,binance,BTCUSDT,1m,116871.83,116874.45,116835.37,116835.37,19.95897,2332606.6875412,1900,116870.09337361596
1759341780000,binance,BTCUSDT,1m,116835.37,116835.38,116780.89,116799.98,10.408,1215656.6593506,2361,116800.21707826674
1759341840000,binance,BTCUSDT,1m,116799.98,116809.03,116781.6,116798.1,11.51897,1345375.3732723,1514,116796.49945023732
1759341900000,binance,BTCUSDT,1m,116798.09,116865.74,116798.09,116859.23,6.41329,749166.6423475,2052,116814.71481057304
1759341960000,binance,BTCUSDT,1m,116859.23,116879.19,116852.55,116879.19,3.12782,365539.7749321,630,116867.26695657038
1759342020000,binance,BTCUSDT,1m,116879.18,116989.97,116879.18,116970.56,35.80775,4187126.0115877,3604,116933.51332009691
1759342080000,binance,BTCUSDT,1m,116970.55,116970.56,116904.16,116938.39,23.7986,2783227.9622652,3964,116949.23072219374
1759342140000,binance,BTCUSDT,1m,116938.39,116990.23,116938.38,116974.18,17.38139,2032942.8759056,2165,116960.89184499053
1759342200000,binance,BTCUSDT,1m,116974.18,116983.95,116955.61,116967,10.14564,1186770.8961888,1407,116973.48774338533
1759342260000,binance,BTCUSDT,1m,116967,116987.2,116950.96,116950.96,5.57405,652015.5029726,1424,116973.38613263248
1759342320000,binance,BTCUSDT,1m,116950.96,117000,116932.75,116999.99,6.21629,727111.1773257,2964,116968.67059382686
1759342380000,binance,BTCUSDT,1m,116999.99,117076.37,116999.99,117070.49,21.21017,2482495.616639,2137,117042.70246957001
1759342440000,binance,BTCUSDT,1m,117070.49,117074.48,117031.78,117056.32,6.80826,796891.6639664,2035,117047.7719661705
1759342500000,binance,BTCUSDT,1m,117056.31,117056.32,116976.32,117010.01,15.77367,1845596.1957242,3156,117004.86923615113
1759342560000,binance,BTCUSDT,1m,117010.01,117010.01,116957.22,116985.25,13.22531,1547158.0679945,3321,116984.63536918984
1759342620000,binance,BTCUSDT,1m,116985.24,116985.25,116941.44,116958.17,10.13979,1185972.2412187,1783,116962.20939671336
1759342680000,binance,BTCUSDT,1m,116958.16,116964.98,116938.28,116938.28,7.56011,884208.8328077,1127,116957.13856117174
1759342740000,binance,BTCUSDT,1m,116938.29,116938.29,116888.58,116915.65,7.43201,868814.4933876,2033,116901.68519520292
1759342800000,binance,BTCUSDT,1m,116915.65,116915.66,116888.33,116888.33,3.47113,405767.9237268,734,116897.93344726357
1759342860000,binance,BTCUSDT,1m,116888.33,116888.34,116879.19,116879.2,5.98481,699523.6064968,593,116883.1769925528
1759342920000,binance,BTCUSDT,1m,116879.19,116879.2,116871.04,116871.05,3.02764,353846.2577237,347,116871.97213793582
1759342980000,binance,BTCUSDT,1m,116871.04,116880.33,116871.04,116880.32,2.33794,273248.0705363,339,116875.57017558192
1759343040000,binance,BTCUSDT,1m,116880.33,116880.33,116880.32,116880.33,1.89938,222000.1542792,259,116880.32635870653
1759343100000,binance,BTCUSDT,1m,116880.33,116993.21,116880.32,116981.03,9.59561,1122099.7479956,3016,116938.86558494979
1759343160000,binance,BTCUSDT,1m,116981.02,117004.68,116981.02,117004.68,8.91742,1043360.7430137,965,117002.5347032774
1759343220000,binance,BTCUSDT,1m,117004.68,117047.77,117004.67,117037.82,19.97999,2338252.4118175,2828,117029.70881454395
1759343280000,binance,BTCUSDT,1m,117037.82,117039.81,117016,117037.62,2.9511,345356.3484652,1840,117026.31170248383
1759343340000,binance,BTCUSDT,1m,117037.62,117037.63,117027.09,117027.1,5.13411,600836.7249764,330,117028.40900884478
1759343400000,binance,BTCUSDT,1m,117027.09,117080,117027.09,117079.99,7.30743,855294.0420342,1473,117044.43861031854
1759343460000,binance,BTCUSDT,1m,117080,117140.69,117080,117109.78,16.96084,1986471.4739861,2802,117121.05497051442
1759343520000,binance,BTCUSDT,1m,117109.78,117109.78,117092.48,117092.49,5.74745,673012.7586894,675,117097.62741553212
1759343580000,binance,BTCUSDT,1m,117092.48,117126.03,117069.31,117109.3,10.11842,1184876.3017258,2865,117100.92106532441
1759343640000,binance,BTCUSDT,1m,117109.3,117138.99,117109.3,117135.45,3.30666,387313.3785514,809,117131.29821372623
1759343700000,binance,BTCUSDT,1m,117135.45,117152,117135.45,117152,3.84386,450295.1416779,735,117146.60307032515
1759343760000,binance,BTCUSDT,1m,117152,117189.85,117151.99,117180.09,13.11421,1536456.5156161,1785,117159.66997753583
1759343820000,binance,BTCUSDT,1m,117180.09,117180.09,117144,117162.39,5.86077,686579.2939369,1574,117148.30882919821
1759343880000,binance,BTCUSDT,1m,117162.4,117162.4,117151.99,117152,4.83543,566490.8526052,515,117154.18331052255
1759343940000,binance,BTCUSDT,1m,117152,117152,117109.3,117109.3,3.88188,454679.8807696,1264,117128.78315908785
